id,settlement_index
8194,67.331345
8195,60.110817
8196,56.604374
8197,53.32234
8198,61.323326
8199,45.40163
8200,55.420074
8201,77.71851
8202,44.973785
8203,52.73416
8204,50.086075
8205,54.679558
8206,59.932877
8207,60.70936
8208,61.01348
8209,54.473263
8210,51.504078
8211,76.65839
8212,48.13817
8213,59.6783
8214,48.180317
8215,47.384285
8216,61.779186
8217,55.086895
8218,78.59178
8219,56.749126
8220,66.25865
8221,75.211006
8222,46.703354
8223,56.41225
8224,56.02168
8225,58.099487
8226,54.39074
8227,57.706238
8228,54.750965
8229,65.703674
8230,52.83199
8231,45.42861
8232,67.75591
8233,50.395657
8234,51.85516
8235,54.560703
8236,66.068886
8237,54.965954
8238,51.504364
8239,46.931152
8240,63.32603
8241,52.48556
8242,58.792034
8243,54.29225
8244,60.09816
8245,58.352554
8246,53.89574
8247,64.37084
8248,55.88645
8249,67.28094
8250,46.75709
8251,81.36924
8252,63.639736
8253,57.06214
8254,72.1001
8255,50.85629
8256,68.15768
8257,54.60819
8258,69.54699
8259,55.28621
8260,46.22411
8261,70.94708
8262,60.220093
8263,55.99383
8264,62.3068
8265,60.549515
8266,48.359352
8267,48.307945
8268,39.307983
8269,44.793976
8270,74.83151
8271,68.10169
8272,69.63916
8273,46.38929
8274,74.54547
8275,76.10682
8276,50.053627
8277,62.4397
8278,53.731228
8279,72.74437
8280,57.787457
8281,42.94227
8282,58.18697
8283,93.77628
8284,54.388557
8285,52.88521
8286,50.66874
8287,74.69335
8288,40.196693
8289,83.51809
8290,70.11308
8291,75.33612
8292,82.32883
8293,53.658695
8294,50.10154
8295,51.86682
8296,71.352745
8297,71.04301
8298,63.24751
8299,65.265785
8300,68.499214
8301,80.853455
8302,68.93244
8303,46.666485
8304,55.09797
8305,79.22835
8306,67.85811
8307,70.815865
8308,67.90557
8309,62.65755
8310,48.25708
8311,56.173958
8312,39.588146
8313,79.340965
8314,56.174854
8315,63.90783
8316,63.911777
8317,50.658756
8318,92.76104
8319,66.158325
8320,53.583313
8321,52.29366
8322,61.111195
8323,47.42932
8324,90.71489
8325,48.458664
8326,49.52076
8327,56.210003
8328,46.179058
8329,50.328674
8330,60.654594
8331,64.39303
8332,47.173283
8333,56.19542
8334,39.932625
8335,56.493816
8336,68.76937
8337,50.79529
8338,56.04617
8339,53.725887
8340,82.378
8341,54.4134
8342,63.530342
8343,58.619167
8344,68.31268
8345,57.11635
8346,65.96905
8347,46.578506
8348,79.31499
8349,47.714527
8350,59.74692
8351,62.899776
8352,47.68928
8353,54.540398
8354,65.96709
8355,49.820274
8356,67.11089
8357,50.373577
8358,39.708538
8359,50.65311
8360,59.089905
8361,75.78149
8362,45.27147
8363,57.28132
8364,59.92517
8365,69.70931
8366,57.27796
8367,60.58964
8368,50.88967
8369,56.196392
8370,53.869827
8371,59.980473
8372,55.86842
8373,57.85704
8374,58.780243
8375,55.72188
8376,53.503735
8377,68.88176
8378,67.83596
8379,49.527576
8380,62.37399
8381,61.203373
8382,57.246468
8383,75.41289
8384,49.5479
8385,64.867485
8386,76.006035
8387,41.101784
8388,43.011536
8389,58.726295
8390,61.10742
8391,57.777157
8392,51.75668
8393,51.959026
8394,63.025135
8395,57.94758
8396,52.520115
8397,53.094658
8398,46.14309
8399,65.56894
8400,63.609753
8401,58.641525
8402,67.22695
8403,51.58106
8404,73.46221
8405,65.39954
8406,75.88207
8407,59.7962
8408,48.55676
8409,60.07038
8410,41.96069
8411,59.53209
8412,63.294586
8413,81.013115
8414,77.41856
8415,52.36877
8416,51.63208
8417,59.94901
8418,66.480675
8419,52.865467
8420,46.042385
8421,85.13068
8422,54.050304
8423,58.98951
8424,46.07932
8425,44.432632
8426,65.88948
8427,57.83924
8428,61.8647
8429,53.398888
8430,47.679924
8431,43.522163
8432,81.588036
8433,62.305206
8434,50.147842
8435,59.516914
8436,60.657448
8437,54.53052
8438,66.12026
8439,84.85726
8440,70.64446
8441,45.42101
8442,64.87867
8443,69.817894
8444,84.60209
8445,59.800655
8446,48.50209
8447,53.311504
8448,57.421005
8449,53.260178
8450,76.768265
8451,38.889404
8452,66.08231
8453,64.22199
8454,78.98724
8455,80.64855
8456,51.74481
8457,54.704243
8458,59.024845
8459,74.3192
8460,50.29734
8461,67.68502
8462,48.09963
8463,75.19043
8464,57.369606
8465,57.81963
8466,66.32054
8467,58.890682
8468,55.965412
8469,60.174355
8470,69.58926
8471,58.969017
8472,78.05886
8473,52.771687
8474,60.34503
8475,50.209347
8476,67.65244
8477,67.25137
8478,63.245125
8479,58.765656
8480,47.759563
8481,49.03453
8482,66.49925
8483,63.913944
8484,68.79642
8485,56.104385
8486,63.51471
8487,56.4364
8488,60.068726
8489,45.440475
8490,66.11279
8491,53.37504
8492,51.399143
8493,49.79783
8494,49.221867
8495,52.905758
8496,83.048615
8497,39.108902
8498,56.060944
8499,56.045975
8500,76.29069
8501,57.34308
8502,74.50839
8503,75.57211
8504,48.565987
8505,47.437374
8506,53.063
8507,72.90062
8508,53.505993
8509,61.596027
8510,59.64983
8511,70.3237
8512,62.6754
8513,62.973545
8514,47.036625
8515,58.369648
8516,84.02696
8517,54.360844
8518,45.849525
8519,56.94495
8520,58.027027
8521,59.193653
8522,72.009865
8523,63.000305
8524,51.073875
8525,50.74292
8526,45.535217
8527,59.836746
8528,62.766613
8529,59.505833
8530,75.791046
8531,59.842983
8532,46.375694
8533,54.30855
8534,60.212852
8535,81.50573
8536,56.0222
8537,56.34575
8538,62.984455
8539,50.43141
8540,45.285316
8541,53.106205
8542,58.01964
8543,51.50981
8544,59.19362
8545,53.560066
8546,54.05502
8547,62.608032
8548,66.29026
8549,49.77
8550,62.203403
8551,48.678753
8552,61.183018
8553,54.058098
8554,61.423203
8555,62.316082
8556,70.31216
8557,51.92409
8558,47.981083
8559,55.913433
8560,51.530193
8561,49.56473
8562,64.3451
8563,49.202858
8564,59.103954
8565,76.45833
8566,50.98129
8567,60.862812
8568,55.226177
8569,55.972797
8570,62.11844
8571,49.304375
8572,51.52701
8573,52.941284
8574,51.728333
8575,48.315403
8576,55.38961
8577,52.497025
8578,70.11231
8579,67.89974
8580,80.00241
8581,53.394463
8582,61.98687
8583,51.69586
8584,44.667946
8585,79.524055
8586,61.51043
8587,49.658554
8588,56.568424
8589,60.546795
8590,81.831116
8591,69.74399
8592,78.68434
8593,54.495625
8594,62.91901
8595,86.29484
8596,59.18273
8597,58.387367
8598,67.211945
8599,75.20644
8600,51.589783
8601,54.171886
8602,65.85246
8603,50.793694
8604,63.2147
8605,53.485596
8606,77.08945
8607,41.77631
8608,49.91355
8609,57.604397
8610,49.257168
8611,78.39249
8612,49.54418
8613,67.04251
8614,46.866238
8615,75.380035
8616,55.253094
8617,51.727833
8618,61.592655
8619,78.85075
8620,76.22374
8621,49.511242
8622,47.284996
8623,44.56669
8624,61.682854
8625,49.796135
8626,58.54338
8627,53.995144
8628,54.38393
8629,75.427536
8630,70.15013
8631,54.75581
8632,49.18393
8633,60.098457
8634,62.79403
8635,60.24004
8636,62.312653
8637,60.15615
8638,67.42116
8639,50.169746
8640,67.97407
8641,48.49697
8642,53.298737
8643,50.17346
8644,81.65386
8645,52.471905
8646,58.192585
8647,63.23554
8648,52.1627
8649,58.010075
8650,51.47106
8651,52.216972
8652,56.84792
8653,47.527145
8654,58.058098
8655,66.32929
8656,53.450424
8657,46.977642
8658,44.120323
8659,48.51475
8660,51.641872
8661,48.52977
8662,69.04012
8663,57.81039
8664,79.02335
8665,73.00975
8666,65.48572
8667,55.84607
8668,56.860893
8669,46.31042
8670,58.794212
8671,62.817528
8672,57.37868
8673,53.97722
8674,53.302532
8675,60.927925
8676,65.89545
8677,54.69501
8678,43.128887
8679,65.22081
8680,60.03644
8681,73.257034
8682,53.13475
8683,52.038334
8684,56.863586
8685,51.132545
8686,76.40999
8687,55.128403
8688,63.87807
8689,61.024532
8690,42.27319
8691,60.782837
8692,64.92485
8693,87.59585
8694,65.92444
8695,54.61319
8696,65.405525
8697,66.12473
8698,57.795296
8699,43.91179
8700,57.688232
8701,78.2647
8702,69.7156
8703,50.305145
8704,63.978638
8705,48.070107
8706,50.399746
8707,57.263844
8708,76.20864
8709,52.015606
8710,54.536037
8711,55.8457
8712,50.945976
8713,69.05732
8714,48.388695
8715,56.93744
8716,64.48943
8717,43.27874
8718,51.935028
8719,60.944534
8720,64.32476
8721,66.42087
8722,42.602867
8723,54.353676
8724,55.125988
8725,73.826355
8726,47.838318
8727,57.44196
8728,49.701572
8729,53.948574
8730,51.848938
8731,63.778088
8732,59.419132
8733,74.53051
8734,49.54246
8735,61.20672
8736,71.232346
8737,58.865044
8738,66.6059
8739,57.04547
8740,49.359276
8741,54.66132
8742,88.99161
8743,81.10139
8744,57.340916
8745,52.537296
8746,53.175003
8747,64.443184
8748,50.954224
8749,54.604218
8750,41.48487
8751,63.294018
8752,49.88098
8753,47.740955
8754,54.35983
8755,65.793526
8756,82.35686
8757,80.84678
8758,61.027084
8759,80.7791
8760,61.50419
8761,54.43966
8762,61.770348
8763,53.292255
8764,53.95554
8765,68.84783
8766,67.43253
8767,56.655716
8768,51.91023
8769,65.5333
8770,57.267403
8771,70.002205
8772,57.07282
8773,60.838894
8774,82.00633
8775,62.337234
8776,56.87042
8777,50.119267
8778,57.24395
8779,56.536366
8780,67.09445
8781,66.15823
8782,45.83415
8783,53.70678
8784,65.79943
8785,60.97328
8786,56.334976
8787,69.91415
8788,42.57224
8789,50.894344
8790,60.679863
8791,39.35138
8792,79.028465
8793,46.579727
8794,47.464813
8795,66.196785
8796,65.3243
8797,38.3648
8798,67.810165
8799,59.38369
8800,43.48456
8801,53.687386
8802,53.376762
8803,55.313023
8804,45.431896
8805,54.715538
8806,61.361847
8807,52.587597
8808,75.506516
8809,54.330288
8810,39.631603
8811,46.656124
8812,55.778706
8813,52.552578
8814,37.272575
8815,53.081673
8816,66.38885
8817,41.232327
8818,39.009228
8819,56.44912
8820,60.400414
8821,67.588524
8822,59.017593
8823,59.347805
8824,67.6338
8825,52.53453
8826,64.71841
8827,69.01684
8828,72.80244
8829,51.29136
8830,97.90199
8831,43.559
8832,54.731304
8833,52.28942
8834,67.94842
8835,51.098396
8836,53.712605
8837,53.893486
8838,61.827225
8839,66.81621
8840,58.19712
8841,59.334724
8842,68.96778
8843,58.075626
8844,80.52944
8845,65.36348
8846,88.0317
8847,69.93667
8848,63.999863
8849,61.7656
8850,60.01831
8851,62.327164
8852,49.856255
8853,49.326332
8854,69.89938
8855,77.3237
8856,53.076828
8857,81.441444
8858,43.66207
8859,43.744976
8860,50.372723
8861,53.644672
8862,73.31692
8863,66.78184
8864,54.736153
8865,70.30918
8866,62.56024
8867,49.323326
8868,67.818085
8869,62.28594
8870,53.98038
8871,65.22437
8872,51.534958
8873,58.32323
8874,82.20017
8875,82.306854
8876,48.51152
8877,58.507988
8878,51.467
8879,82.78287
8880,52.352306
8881,77.82287
8882,54.83376
8883,63.59108
8884,53.722794
8885,56.2692
8886,59.132935
8887,50.957466
8888,74.09419
8889,56.216995
8890,51.98222
8891,59.321846
8892,58.55087
8893,83.87503
8894,40.45952
8895,58.17658
8896,61.845783
8897,71.40573
8898,49.908714
8899,72.07079
8900,43.056873
8901,53.840397
8902,83.91422
8903,59.66544
8904,48.2204
8905,48.278835
8906,48.565247
8907,58.093357
8908,78.68539
8909,52.913635
8910,58.95733
8911,47.636585
8912,62.256603
8913,57.443367
8914,57.197617
8915,78.35097
8916,54.473225
8917,51.582256
8918,50.86365
8919,62.541096
8920,70.81853
8921,67.82397
8922,48.691265
8923,47.848816
8924,45.32031
8925,50.68388
8926,63.062767
8927,45.508915
8928,59.513668
8929,58.640114
8930,58.42321
8931,54.436344
8932,81.66055
8933,63.1659
8934,46.641838
8935,80.662544
8936,46.511753
8937,65.09789
8938,45.12304
8939,60.958176
8940,45.359905
8941,54.09564
8942,58.558167
8943,77.67675
8944,60.084198
8945,53.37609
8946,60.935444
8947,57.998486
8948,40.743687
8949,43.70154
8950,58.62831
8951,75.173294
8952,80.807
8953,56.425312
8954,54.307545
8955,83.754715
8956,57.89327
8957,57.4391
8958,45.990875
8959,66.449295
8960,58.10455
8961,58.90688
8962,43.684235
8963,49.74498
8964,49.387787
8965,62.69599
8966,50.748283
8967,59.738525
8968,78.00465
8969,53.308807
8970,46.433815
8971,78.511116
8972,84.0704
8973,46.138165
8974,57.360844
8975,64.41945
8976,43.60673
8977,46.97677
8978,47.08127
8979,40.527344
8980,47.784843
8981,62.035378
8982,53.228004
8983,48.737663
8984,47.615448
8985,46.327816
8986,45.89483
8987,61.965008
8988,62.96386
8989,51.03872
8990,42.198166
8991,53.060734
8992,57.903442
8993,54.522182
8994,80.92029
8995,71.47559
8996,46.886284
8997,79.27055
8998,57.28621
8999,52.691803
9000,45.67968
9001,51.052803
9002,55.77346
9003,74.46705
9004,69.50617
9005,59.87573
9006,79.45041
9007,66.32544
9008,67.494934
9009,62.954617
9010,42.520004
9011,71.5766
9012,71.59903
9013,54.632393
9014,39.000496
9015,63.355408
9016,59.742233
9017,51.357895
9018,62.234116
9019,70.61644
9020,62.765965
9021,68.7056
9022,79.55394
9023,83.698524
9024,51.203735
9025,64.42556
9026,44.317554
9027,49.08226
9028,49.013638
9029,52.07302
9030,55.272358
9031,41.46879
9032,55.572155
9033,96.55089
9034,60.992687
9035,51.352295
9036,56.706173
9037,68.64509
9038,64.511246
9039,62.204243
9040,54.398933
9041,33.423283
9042,72.56904
9043,53.68811
9044,84.55493
9045,46.161076
9046,61.50063
9047,45.249012
9048,57.26822
9049,77.51412
9050,63.271072
9051,58.873817
9052,56.528976
9053,57.313725
9054,50.028778
9055,63.498817
9056,31.975515
9057,50.019474
9058,51.88408
9059,47.69303
9060,62.968807
9061,70.31738
9062,51.219982
9063,76.00498
9064,65.50832
9065,73.510826
9066,57.20173
9067,64.96316
9068,51.970165
9069,81.907234
9070,40.492233
9071,71.751976
9072,48.57611
9073,59.028576
9074,40.40703
9075,55.234158
9076,67.541245
9077,66.45933
9078,83.48997
9079,55.012436
9080,69.71738
9081,60.21587
9082,61.94636
9083,81.21462
9084,46.59058
9085,45.927372
9086,72.56107
9087,53.408634
9088,47.16581
9089,58.44344
9090,57.07206
9091,46.93884
9092,49.047783
9093,58.713234
9094,53.846424
9095,43.43372
9096,58.301582
9097,64.46151
9098,70.90269
9099,65.226685
9100,46.732174
9101,60.654488
9102,69.301544
9103,55.872494
9104,56.690342
9105,41.093052
9106,42.818703
9107,72.95988
9108,53.8377
9109,57.16962
9110,45.906788
9111,56.588657
9112,65.98483
9113,52.008366
9114,55.170067
9115,54.834766
9116,54.318752
9117,65.46501
9118,55.206673
9119,77.622154
9120,48.624466
9121,53.536606
9122,81.019714
9123,44.0716
9124,49.71555
9125,41.905663
9126,42.670708
9127,51.94097
9128,63.860355
9129,52.694263
9130,69.98986
9131,50.90709
9132,45.01078
9133,54.390705
9134,60.84168
9135,66.71865
9136,51.562023
9137,40.112614
9138,60.92849
9139,58.738945
9140,78.902466
9141,67.66692
9142,39.113403
9143,79.13883
9144,73.30417
9145,96.62114
9146,81.57957
9147,49.255943
9148,53.3667
9149,66.57168
9150,51.683308
9151,57.062164
9152,52.823246
9153,55.26642
9154,55.47206
9155,48.505215
9156,51.51158
9157,47.77982
9158,64.48053
9159,45.72134
9160,39.23879
9161,63.82314
9162,64.04849
9163,65.560394
9164,75.21362
9165,60.036186
9166,67.00849
9167,75.19609
9168,64.655
9169,48.815052
9170,72.0626
9171,79.57081
9172,74.87462
9173,62.87735
9174,53.290165
9175,55.414356
9176,66.25451
9177,53.416813
9178,54.951332
9179,63.47084
9180,45.57021
9181,62.753357
9182,55.28812
9183,60.082485
9184,56.562325
9185,61.607334
9186,62.42008
9187,53.69293
9188,58.38282
9189,59.957047
9190,75.01943
9191,68.15276
9192,50.1083
9193,66.1201
9194,64.84362
9195,72.64442
9196,44.03293
9197,83.355255
9198,58.49434
9199,56.07272
9200,55.513306
9201,56.37422
9202,63.695904
9203,45.082863
9204,65.75985
9205,60.39119
9206,56.385098
9207,72.78517
9208,45.191967
9209,52.43479
9210,60.9909
9211,61.731525
9212,61.165
9213,75.451675
9214,51.375774
9215,58.742985
9216,63.545628
9217,61.349575
9218,60.041477
9219,63.094273
9220,49.493916
9221,46.857872
9222,52.400616
9223,74.97778
9224,55.329884
9225,61.275253
9226,51.690845
9227,53.73889
9228,69.52821
9229,60.77251
9230,45.903915
9231,42.180794
9232,43.209084
9233,45.860664
9234,75.87072
9235,43.870747
9236,67.17087
9237,55.857426
9238,56.474815
9239,51.616722
9240,54.6896
9241,58.456635
9242,63.321404
9243,74.41641
9244,64.30731
9245,58.831535
9246,77.38249
9247,60.694378
9248,46.40133
9249,66.05657
9250,56.85481
9251,50.418957
9252,51.20652
9253,47.712376
9254,71.683
9255,62.87381
9256,55.8407
9257,59.621258
9258,65.23564
9259,82.57376
9260,59.878277
9261,55.081264
9262,62.060177
9263,49.513485
9264,60.30682
9265,57.024563
9266,48.02798
9267,57.267998
9268,62.18484
9269,73.92427
9270,58.49469
9271,63.718456
9272,44.11255
9273,48.934887
9274,49.80167
9275,60.33943
9276,56.929317
9277,96.73373
9278,56.297253
9279,53.991173
9280,40.251266
9281,58.98009
9282,42.30453
9283,68.73229
9284,53.07241
9285,70.07971
9286,51.836567
9287,67.93587
9288,71.78584
9289,53.76148
9290,42.742985
9291,89.14042
9292,69.971695
9293,57.363056
9294,73.91817
9295,67.56586
9296,49.74405
9297,64.01194
9298,52.393127
9299,40.35074
9300,49.43873
9301,61.147617
9302,68.923256
9303,56.13876
9304,54.54227
9305,67.758545
9306,56.47226
9307,59.359432
9308,89.02586
9309,81.364006
9310,46.056103
9311,57.076168
9312,58.53677
9313,72.878044
9314,74.08988
9315,46.74197
9316,56.294415
9317,63.224007
9318,56.03809
9319,46.302635
9320,76.77272
9321,79.08908
9322,62.27523
9323,64.71766
9324,55.421665
9325,48.731693
9326,51.938976
9327,42.630238
9328,60.42405
9329,39.789127
9330,47.39277
9331,79.053665
9332,68.33961
9333,47.769062
9334,47.967163
9335,64.07439
9336,51.085842
9337,57.079636
9338,60.663757
9339,72.70536
9340,43.475708
9341,54.641644
9342,52.19663
9343,80.1476
9344,63.151154
9345,48.27085
9346,41.481537
9347,57.144108
9348,65.29305
9349,74.84071
9350,56.930046
9351,82.7841
9352,64.49737
9353,71.47237
9354,47.24804
9355,56.79152
9356,51.54244
9357,60.260506
9358,50.50052
9359,59.705475
9360,58.88619
9361,58.29455
9362,42.915462
9363,52.40179
9364,56.254078
9365,59.194042
9366,51.634636
9367,49.17982
9368,55.640137
9369,57.528667
9370,59.0078
9371,51.66111
9372,70.40127
9373,52.90298
9374,55.483505
9375,53.81851
9376,50.513893
9377,52.80639
9378,83.57176
9379,54.06186
9380,48.13628
9381,50.398148
9382,64.76384
9383,64.45545
9384,76.64988
9385,64.04319
9386,63.395607
9387,55.62153
9388,58.961567
9389,67.66875
9390,54.30133
9391,43.16887
9392,45.118813
9393,51.539974
9394,63.230568
9395,52.412617
9396,64.59444
9397,53.606224
9398,83.079124
9399,78.56494
9400,79.33068
9401,42.42327
9402,52.85978
9403,59.62274
9404,57.192745
9405,46.182693
9406,51.131702
9407,43.599823
9408,64.95036
9409,59.90292
9410,42.19269
9411,74.856606
9412,43.309975
9413,45.843643
9414,58.719696
9415,60.110413
9416,68.841286
9417,42.324337
9418,53.11739
9419,51.525894
9420,80.08108
9421,62.7082
9422,68.51134
9423,73.04766
9424,58.01055
9425,57.84255
9426,84.02014
9427,55.125336
9428,63.292625
9429,50.6296
9430,88.194466
9431,63.16353
9432,64.206825
9433,52.515007
9434,52.145744
9435,71.64028
9436,47.488724
9437,43.17815
9438,67.94112
9439,54.756287
9440,52.58413
9441,43.695316
9442,42.980217
9443,66.56868
9444,41.329296
9445,63.811317
9446,56.73261
9447,55.92164
9448,48.573578
9449,59.49898
9450,42.91901
9451,59.407253
9452,40.781586
9453,55.790825
9454,46.127213
9455,43.38889
9456,61.001987
9457,58.10598
9458,69.66692
9459,52.445526
9460,57.95332
9461,45.629803
9462,62.72526
9463,59.64694
9464,68.24161
9465,72.84894
9466,45.728363
9467,59.564156
9468,41.550232
9469,42.050106
9470,57.593346
9471,53.410915
9472,48.521732
9473,68.46236
9474,56.734097
9475,46.970936
9476,51.041294
9477,79.24611
9478,49.220047
9479,49.33706
9480,46.62107
9481,61.628822
9482,54.380608
9483,81.128044
9484,47.124096
9485,78.22504
9486,65.88108
9487,68.10223
9488,65.859245
9489,73.2398
9490,50.314724
9491,54.83696
9492,42.731804
9493,54.04842
9494,52.991455
9495,43.15572
9496,51.371487
9497,56.566727
9498,53.589127
9499,65.31128
9500,55.863914
9501,46.649696
9502,77.766754
9503,53.904915
9504,55.026726
9505,47.00136
9506,53.05438
9507,68.8957
9508,73.533
9509,73.71484
9510,97.34905
9511,51.45155
9512,55.34194
9513,60.83162
9514,83.95575
9515,53.75843
9516,61.766647
9517,71.74114
9518,54.619144
9519,53.659492
9520,67.96842
9521,60.397118
9522,60.228706
9523,59.310783
9524,71.872604
9525,64.06871
9526,49.170685
9527,59.95472
9528,73.22829
9529,63.29321
9530,45.967716
9531,71.21531
9532,49.38255
9533,48.087173
9534,56.78824
9535,65.95206
9536,72.2015
9537,50.342968
9538,53.34297
9539,41.675156
9540,44.108578
9541,46.692593
9542,43.20641
9543,63.19752
9544,66.35606
9545,53.095753
9546,57.375805
9547,45.716507
9548,65.25013
9549,60.744316
9550,65.42787
9551,65.9626
9552,56.666256
9553,65.428345
9554,81.91811
9555,45.445015
9556,62.523445
9557,60.906433
9558,55.194714
9559,52.91965
9560,52.304523
9561,51.031143
9562,82.41302
9563,69.57713
9564,96.89862
9565,71.91485
9566,49.98826
9567,60.737957
9568,52.87051
9569,65.25859
9570,50.62378
9571,69.013885
9572,47.647923
9573,56.85187
9574,66.73525
9575,81.95012
9576,70.6611
9577,57.379047
9578,53.73803
9579,66.041824
9580,71.28693
9581,53.935528
9582,39.79866
9583,84.85852
9584,59.09313
9585,76.57006
9586,55.527897
9587,57.882893
9588,52.22062
9589,88.88987
9590,63.786777
9591,57.248184
9592,79.72371
9593,62.093967
9594,62.26479
9595,64.23946
9596,58.0787
9597,53.011395
9598,62.125366
9599,59.78095
9600,67.874084
9601,54.52507
9602,57.32173
9603,55.931007
9604,54.833435
9605,58.269714
9606,69.15158
9607,72.20015
9608,47.95611
9609,61.243343
9610,73.42888
9611,63.552895
9612,53.443886
9613,43.372826
9614,54.576385
9615,60.270283
9616,71.24206
9617,57.013298
9618,84.195114
9619,58.85631
9620,57.26117
9621,55.197666
9622,52.55979
9623,59.92286
9624,54.675552
9625,64.54486
9626,46.112816
9627,48.656693
9628,92.10285
9629,66.34575
9630,47.72026
9631,59.553833
9632,53.49215
9633,68.025566
9634,64.720535
9635,52.550053
9636,78.42748
9637,63.10674
9638,57.910896
9639,58.29611
9640,68.50737
9641,61.904488
9642,50.82586
9643,61.001625
9644,60.724003
9645,53.851078
9646,82.018326
9647,48.402905
9648,62.38477
9649,55.210804
9650,60.658802
9651,68.64415
9652,58.214096
9653,82.06834
9654,52.638496
9655,62.91193
9656,68.68336
9657,47.72312
9658,49.141075
9659,62.709988
9660,50.04782
9661,71.069466
9662,59.901943
9663,73.70938
9664,82.45051
9665,51.96293
9666,63.91793
9667,48.8482
9668,59.85974
9669,60.32113
9670,48.64264
9671,65.79532
9672,60.365246
9673,65.10693
9674,57.93928
9675,47.60724
9676,59.202286
9677,72.43124
9678,68.92936
9679,54.98796
9680,56.33947
9681,42.618732
9682,62.624355
9683,53.77254
9684,49.300407
9685,65.392075
9686,57.075783
9687,78.71666
9688,47.78807
9689,54.574757
9690,51.310898
9691,65.89121
9692,68.74139
9693,87.84395
9694,81.3401
9695,76.69404
9696,66.24483
9697,52.49878
9698,74.09591
9699,61.837166
9700,42.670338
9701,55.6474
9702,57.11418
9703,71.563835
9704,71.729294
9705,72.19842
9706,60.47644
9707,73.511696
9708,65.67461
9709,34.2536
9710,50.02774
9711,68.34322
9712,57.355442
9713,42.098484
9714,75.6914
9715,57.062916
9716,46.171535
9717,57.733414
9718,62.142082
9719,48.333496
9720,55.222664
9721,50.020313
9722,74.19604
9723,41.469257
9724,65.72906
9725,60.175827
9726,57.59756
9727,46.271515
9728,63.563786
9729,57.487957
9730,53.863083
9731,59.910286
9732,65.058136
9733,78.48219
9734,52.379005
9735,43.033638
9736,58.651165
9737,55.34228
9738,55.18411
9739,59.96388
9740,64.1961
9741,56.700245
9742,56.373013
9743,60.74547
9744,60.506012
9745,71.30122
9746,58.39125
9747,53.696846
9748,59.7048
9749,59.324165
